headword,definition
حَارّ,ودي | ساخن | حرّيف | حماسي | حرّيف | حماسي
حَازِب,حُزْب
حَاسُوب,حَوَاسِيب
حَاسِب,عادّ | حَوَاسِبُ
حَاسِد,حُسَّاد حَسَدَة
حَاسَّة,حَوَاسُّ
حَاشِيَة,طرف | كتاب | ملاحظة | حَوَاشٍ | تفسيرية | الثوبحَوَاشٍ
حَاصَ,خاطَ
حَاصَ عن,حَادَ عن
حَاضِر,راهن | مهيّأ | مهيّأحُضُور | موجودحُضُور
حَاضِرَة,عاصمة | عاصمةحَوَاضِرُ
حَاضِنَة,حَوَاضِنُ
حَاطَ,حَفِظَ
حَاطَ بـ,أَحاطَ بـ
حَافَ,ظَلَمَ
حَافِد,خادِم عَوْن
حَافِر,حَوَافِرُ
حَافِز,حَوَافِزُ
حَافِظ,حارس | صائن
حَافِلَة,حَوَافِلُ
حَافَّة,طَرَف جانِب
حَاكَ,نسج | لفّق
حَاكَمَ,قضى
حَاكَى,حاكِ
حَاكِم,سائد | حُكَّام | قاضٍ
حَال,وضع
حَالِق,مرتفع | مرتفعحُلَّق | حَوَالِقُ
حَامٍ,مدافع | عنيف | حار | مدافعحُمَاة
حَامِل,صاحب | حبلى | ناقل
حَامِيَة,حَامِيَات
حَانَ,موعد وقت
حَانَة,حَانَات
حَانُوت,حَوانِيتُ
حَاوٍ,الذي يَرْقي الحيَّات
حَبيس,مَحْبُوس | معتزِل
حَبيسمعتزِل,حُبُس
حَبيسمَحْبُوس,حُبُس
حَبَار,أثر
حَبَسَ,سجن
حَبَشِيّ,أَحْبَاش
حَبَل,حمل
حَبِيب,أَحْبَاب أَحِبَّاءُ
حَبّ,بثور | أقراص | حُبُوب
حَبَّة,واحدة الحبّ | بثرة | قرص | حبة العين
حَبَّرَ,زيّن
حَبْر,عالم | حاخام | أسقف | حاخامأحبار
حَبْرأسقف,أحبار
حَبْرعالم,أحبار
حَبْس,حجز المال | سجن | منع
حَبْل,حِبَال | رباط
حَبْو,مَنْح
حَتَّى,أيضاً | إلى | أيضاً
حَتْف,حُتُوف
حَثَا,اغترف
حَثِيث,حِثاث
حَثّ,كهرباء
حَثَّ,خطاه
حَجَبَ,ستر
حَجَبَ عن,فصل
حَجَر,أَحْجار حِجارَة
حَجَرَة,حَجَرَات حَجَر أَحْجَار
حَجَزَ,صادر | مكاناً
حَجَزَ على,صادر
حَجّ,حِجَج
حَجَّرَ,صلّب
حَجْز,حجز مكان | حبس المال | تقييد | اعتقال | تقييد
حَجْلَة,لُعْبَة
حَجْم,أَحْجَام
حَدَاثَة,صبا
حَدَبَة,انحناء | تَوَرُّم
حَدَث,بدعة | مصيبة | شابّ | حادثة | مصيبةأَحْدَاث | حادثةأَحْدَاث
حَدَثَ,وقع
حَدَثَ لـ,أصاب
حَدَق,جنس نباتات
حَدَقَة,العين
حَدِيث,مقابلة | أحدث | خبر | جديد | كلام
حَدِيثجديد,حِدَاث | حُدَثَاءُأحدث
حَدِيدَة,في رفع الأثقال
حَدِيقَة,حَدَائِقُ
حَدّ,عقاب | مدى | درجة | تخم | طرف | تعريف | نطاق
حَدَّثَ,روى | جدّد
حَدَّدَ,تخم | قيّد | عيّن
حَذَا حذْوه,حَذَا
حَذَر,حَذْر
حَذَر اِحْتِياط,حَيْطَة
حَذَفَ,شطب
حَذْف,طرح | إسقاط | إسقاطحذوفات
حَراك,حَرَكَة
حَرَارَة,حمّى | ضد برودة | مودة | حماسة | حماسة
حَرَام,حُرُم | إثم | مقدّس | حُرُم | مقدّسحُرُم
حَرَج,غابة | ضيق | إثم | ارتباك | خطورة | تحريم | خطورة
حَرَصَ على,على الشىء
حَرَكَة,سياسية | ضد سكون | حركة الحرف | رياضة | خطوة | إشارة | نشاط | رياضةحَرَكَات | إشارةحَرَكَات
حَرَم,زوجة | أَحْرَام
حَرَمَ,من الإرث | كنسياً
حَرِج,خطر | ضَيِّق | مرتبك | مرتبك
حَرِد,حِراد
حَرِيص,بخيل | جشع
حَرِيق,حَرَائِقُ
حَرِيم,حُرُم أَحْرام
حَرّ,حُرور | فلفل أحمر
حَرَّان,توّاق | حِرار | توّاقحِرار
حَرَّانحار,حِرار
حَرَّرَ,كتب | أطلق
حَرَّكَ,أثار
حَرَّمَ,منع
حَرْب,حُرُوب
حَرْبَة,حِرَاب
حَرْف,حَرْف جرّ حَرْف العطف | طرف | أبجديحُرُوف | أَحْرُف | حَرْف جرّ حَرْف العطفحُرُوف | أَحْرُف
حَرْف عَطْف,حُروف عطف
حَرْق,حُرُوق
حَزَاز,مرض جلدي | قشرة رأس
حَزَمَ,ربط | رزم
حَزِيم,حازِم | حازِمحزماء
حَزِين,حُزَنَاءُ
حَزَّة,حِزاز حزَّات
حَزْم,رزم | حصافة | تصميم | حصافة
حَسَب,شرف الأصل | مقدار | مقدارأحْسَاب
حَسَبَ,عدّ
حَسَر,قصر البصر
حَسَك,شوك
حَسَمَ,خصم | قطع | جزم
حَسَن,جميل | جيد
حَسَنَة,حَسَنَات
حَسُود,حُسُد
حَسِبَ,ظنّ
حَسِيب,حُسَبَاءُ
حَسِير,حسير البصر | حَسْرَى
حَسِيس,صَوْت خَفِيّ
حَسَّاسِيَّة,مرض
حَسُّون,حَسَاسِين
حَسْبَ,بحسب
حَسْرَة,حَسَرَات
حَسْم,خصم | إنهاء | إنهاء
حَسْنَاء,حِسَان حَسْنَاوَات
حَشَا,أحْشُ
حَشَرَ,رَصَّإحشر
حَشِيش,عشب | نبات مخدر
حَشِيَّة,فراش | وسادة | وسادةحَشايا
حَشْد,ناس | تعبئة | تكديس | تعبئة | تكديس
حَشْر,قيامة
حَشْرَجَة,غرغرة
حَشْو,حشوات
حَصَانَة,عقة
حَصَرَ,كلمة أو عبارة | إِسْتَوْعَبَ | قيّد
حَصَلَ,جرى
حَصِيد,حَصَائِد
حَصِير,حُصُر حَصَائِر
حَصِيف,حُصَفَاءُ حَصِيفَات
حَصِيل,حَصَائِلُ
حَصِيلَة,نتيجة
حَصَّنَ,ضد المرض | قوّى
حَصْر,احتكار | عدّ | تقييد | تقييد
حَضِيض,حُضُض
حَضَّرَ,مدّن | أعدّ
حَضْن,تربية | معانقة | تربية
حَطَاط,بَثْر
حَطَّ,الطائر
حَظِيرَة,حظائر
حَظّ,قدر | يسر | سعد | نصيب
حَظَّ,كان محظوظًا
حَظْر,تحريم
حَفَرَ,نقش | نَحَتَ | حفرةً | حفرةً
حَفِظَ,وقى | استظهر
حَفِيرَة,حَفَائِرُ
حَفِيظَة,حقد | غضب
حَفّارة,ميكانيكية
حَفَّ,فرك | أحاط
حَفْر,نقر | نقش
حَفْش,سمك
حَفْل,اهتمام | حضور | اجتماع الماء | احتفال | حفلة | جَمْع كثير
حَفْلَة,حَفَلات
حَفْنَة,حَفَنَات
حَقَارَة,تفاهة | دناءة
حَقَنَ,حبس منع
حَقِيبَة,حَقَائِبُ
حَقِير,تافه | دنيء
حَقِيقَة,ضد مجاز | جوهر | واقع حق
حَقّ,صحيح | حُقوق
حَقَّ,حَقَّ له
حَقَّانِيّ,شرعي | شرعيّ | شرعيّ
حَقَّقَ,دقق | أنجز
حَقْل,عمود | مجال
حَقْن,زرق
حَكَمَ,فرض | في نزاع | قاد | قضى
حَكَى,اِحْكِ
حَكِيم,فيلسوف | عاقل
حَكِيّ,سَرْد
حَكَّ,الجلد
حَلَزُون,حيوان من فصيلة الرخويات | حَلازِين
حَلَق,قُرْط
حَلَمَة,حَلَم
حَلِيف,حُلَفَاء
حَلِيلَة,حَلائِل
حَلِيم,حُلَمَاءُ
حَلّ,إِذَابَة
حَلَّ,أذاب | فكّ | الدَّيْنُ | المشكلة | أرخى
حَلَّ بـ,أقام | أصاب
حَلَّلَ,مائياً | أجاز
حَلَّى,جعله حلواً | حلّ
حَلْبَة,الرَّقْص | مضمار | مجال | مضمارحَلَبَات | حَلائِب
حَلْبَةالرَّقْص,حَلَبَات | حَلائِب
حَلْبَةالْمُلاَكَمَة,حَلَبَات | حَلائِب
حَلْبَةمجال,حَلَبَات | حَلائِب
حَلْق,حِلاَقَة | حلقوم | حلقومحُلُوق
حَلْقَة,الأذن | من قصة | دائرة | حَلَقَات | الأذنحَلَقَات | دائرةحَلَقَات
حَلْوَى,حَلاوَى حَلاوِيَّات
حَمَاحِمُ,نبات الحَبَق
حَمَامَة,حَمَام
حَمَل,خروف صغير
حَمَلخروف صغير,حُمْلان | أَحْمَال
حَمَلَ,اِحْمِلْ
حَمَى,إحم
حَمِيد,حامد | غير خبيث
حَمِيَّة,تعصب | حماسة | حماسة
حَمّ,حرارة
حَمَّال,ناقل
حَمَّام,مرحاض | مرحاضحَمَّامَات
حَمَّلَ,برامج
حَمْض,حَوَامِضُ
حَمْل,لغة | رفع | جنين | حبل | نقل
حَمْلَة,حَمَلات
حَمْلَقَ,نظَر نظرًا شديدًا | نظَر نظرًا شديدًاحَمْلَقَة
حَمْو,أَحْمَاء
حَنَك,َأَحْنَاك
حَنِيف,حُنَفَاءُ
حَنِين,إلى الوطن
حَنْجَرَة,حَنَاجِر
حَنْطُور,حناطير
حَوَل,العين
حَوَّلَ,بدّل | النقود | الملكية
حَوْر,شجر
حَوْش,أَحْوَاش
حَوْض,جرن | تشريح | حوض السباحة | أَحْوَاض | صهريجأَحْوَاض | تشريح
حَوْل,قوة | سنة
حَوْلَ,من حول
حَيَدَان,انْحِرَاف
حَيَويّ,جوهري
حَيّ,على الهواء | أَحْيَاء | عائش
حَيَّا,أَبْقَى حَيّاً | رحّب بـ | يحيّي | يحيّيحَيِّ
حَيَّاأَبْقَى حَيّاً,يحيّيحَيِّ
حَيَّارحّب بـ,يحيّيحَيِّ
حَيَّة,حَيَّات
حَيْثِيَّة,اِعْتِبَار | وجهة نظر
حَيْد,اِنْحِراف
حَيْرَان,حَيَارَى
حَيْف,ظلم
حُب,خابية
حُبرى,أَكْبَر
حُبّ,هوى
حُبْلَى,حَبَالَى
حُجَّة,ثقة | ذريعة | وثيقة | ذريعةحُجَج | وثيقةحُجَج | برهانحُجَج
حُجَّةثقة,حُجَج
حُجْرَة,غرفة
حُجْرَةغرفة,حُجَر
حُدْب,حَدْبَاء
حُذَّة,القطعة من الشيء
حُرض,نبات
حُرّ,مفتوح | طليق | مستقل | أصيل
حُرّأصيل,أَحْرَار | حُرَّات
حُرّطليق,أَحْرَار | حُرَّات
حُرَّة,حَرَائِر
حُرْقَة,في المعدة
حُرْمَة,حماية | امرأة | زوجة | قداسة | حمايةحُرَم | حُرُمَات | امرأةحُرَم | حُرُمَات | قداسةحُرَم | حُرُمَات
حُزْمَة,حُزَم حُزْمَات
حُزْن,حداد | أَحْزَان
حُسام,السيف القاطع | حسام السيف
حُسْبان,عدّ | افتراض
حُسْن,جودة
حُسْنَى,حُسْنَيَات
حُصْر,البول | البطن | البول
حُضُور,جمهور
حُظْوَة,حُظًى
حُفْرَة,حُفَر
حُقّ,حُقّ الفخذ | حُقَق | نُقْرَة
حُقّحُقّ الفخذ,حُقَق
حُقّنُقْرَة,حُقَق
حُقَّة,نارجيلة | وِعَاء
حُقَّةوِعَاء,حُقَق
حُقْنَة,زرقة
حُكم الإعدام,أحكام الإعدام
حُكْم,إدارة | قيادة | قيادة | إدارةأَحْكَام | قيادةأَحْكَام
حُلم اليقظة,أحلام اليقظة
حُليقة,حلقة صغيرة
حُلُم,منام | بُلوغ | بُلوغ
حُلُول,بدء | إقامة | تجسد | إقامة
حُلَّة,حُلَل
حُلْبَة,نَبات
حُلْقُوم,حَلاقم حَلاَقيم
حُلْم,من الحلم
حُلْوان,هديّة
حُمر,بيتومين
حُمَم,حمم بركانية
حُمُولَة,شحنة | ثقل
حُمّاض,نبات
حُمَّى,حُمَّيَات
حُمْرَة,التهاب جلدي
حُنْجُور,حنجرة
حُوت,حِيتَان
حُوَاة حاوِيات,الحاوي
حُيُود,الضوء
حِ,خبث المعادن
حِبْن,قرد | خراج
حِجابَة,مِهْنَة الحاجِب
حِجاج,جدال
حِجًى,أَحْجَاء
حِجَاب,ستر | فاصل | تميمة | تميمةحُجُب
حِجَاببرقع,حُجُب
حِجَابستر,حُجُب
حِجَابفاصل,حُجُب
حِجَامَة,المداواة بالمِحْجَم
حِدَاث حُدَثَاءُ,أحدث
حِدَّة,حدّة الطَّعْم | شدة | الصوت | الصوت
حِذاء,نَعْلأَحْذِيَة
حِذَاءَ,تجاه
حِرَام,حِرَامَات أَحْرِمَة
حِرْذَوْن,حَرَاذِين
حِرْز,موضع حصين | نصيب | ملجأ | تميمة | تميمةأَحْراز
حِرْش,أَحْرَاش
حِرْص,اهتمام | جشع | بخل | رغبة | التزام | تمسّك
حِرْفَة,حِرَف
حِرْمَان,منع | تجريد | من إرث | عوز | تجريد
حِزَام,حُزُم احزمة
حِزْب,سياسي | جماعة | سياسيأَحْزَاب | جماعةأَحْزَاب
حِسَاب,علم | اعتبار
حِسّ,صوت خفيض | حدس | حاسة
حِسِّيّ,شهوي | ملموس | ملموس
حِسْبَة,أَجْر
حِشْمَة,حشم
حِصَان,حُصُن أَحْصِنَة
حِصَّة,نصيب | حِصَص | حِصَص
حِصَّةنصيب,حِصَص
حِضْن,حُجر | صدر
حِفاض,الطفل
حِفْظ,صَوْن | استظهار | احترام | صَوْن
حِقْبَة,حِقَب
حِقْد,أَحْقَاد
حِكَايَة,سرد | قصة
حِكْمَة,حِكَم | قول مأثور | فلسفةحِكَم
حِكْمَةقول مأثور,حِكَم
حِلْف,أَحْلاف
حِلْم,صبر | تبصر
حِلْيَة,حَلْي | حَلْيحِلًى
حِلْيَةزِينَة,حِلًى
حِمَالَة,حرفة الحَمَّال | حَمَائِل
حِمَام,موت
حِمَايَة,مناصرة | وقاية | وقاية
حِمْل ثقيل,أَوْزَار
حِمْيَة,غذاء
حِنْث,في اليمين | إثم
حِوَاريّ,خاص بالحِوَار
حِيلَة,حِيَل
حِين,أَحْيَان
حٮ,جَلْد
خ ٓ,لصقة
خؤٛظ,بُحَيْرَة
خئ,التساعي | عَصِيدَة
خاء,حرف عربي
خازوق,خوازيق
خاسئ,مطرود | ذليل | مطرود
خاطب,وسيط زواج
