headword,definition
early on,in an early stage
earmark,an identification mark on the ear of a domestic animal | a distinctive characteristic or attribute | to designate to assign (a resource) to a particular person or cause
earn,to gain to deserve | to recieve (money) as salary | to recieve (money) as salaryL
earnest,seriousness | an installment | serious; sincere
earpiece,earphone
earreach,earshot
earshot,earreach
earsplitting,deafening very loud
Earth,planet Earth the 3rd planet from the sun
earth,to connect (a circuit) to the earth | ground connection | to hide in the earth | realm of mortal existence the world | the land surface | a burrow esp. of a fox | soil land | ground connectionL
earth-shattering,highly significant
earthborn,of earthly origin; mortal
earthbound,confined to earth; moving towards earth
earthly,material worldly | of earth or life on it | material | worldlyL | of earth or life on itL
earthman,an earthling
earthshaking,highly significant
earthy,earthier earthiest
earwig,to eavesdrop | a small insect with rear appandages that resemble pincers; of the order Dermaptera
earwigged,earwigged
earworm,corn earworm
ease,to calm; to free; to make easier | comfort; absence of difficulty; calm | to calm; to free; to make easierR
easel,an upright support | artist's tripod
easement,convenience | right to use another's land for a specific purpose | lessening; relief from pain
easily,without a doubt | without difficulty
East Coast,eastern coast of the United States
East India,islands of Southeast Asia; Southeast Asia
eastbound,eastward
Easter,Christian festival celebrating the resurrection of Christ
Easter Island,island in the south of the Pacific Ocean
easternmost,eastmost
easting,moving towards the east
eastmost,easternmost
eastward,eastwards
easy,easily | comfortable | (make ~) | not hurried | not difficult
easy does it,take it easy
easygoing,not hurried moderate | negligent careless | relaxed informal | not hurried | moderate&Y | relaxed | informal&Y
eat,to consume food; destroy erode
eat away,gnaw at
eat dirt,to be humble to be forced to accept bad circumstances
eat to excess,to overeat
eatables,food items
eatto consume food; destroy erodeRate,eaten
eau,water | waterY
eau-de-vie,brandy lit. 'water of life' | brandy | lit. 'water of life'
eavesdrop,to listen secretly to a conversation to tap
eavesdropped,eavesdropped
eavesdropper,smo who listens secretly to a conversation
eavesdropping,listening secretly to a conversation tapping
ebb,move back to sea (of tide); to recede to decline | movement of tide back to the sea | movement of tide back to the seaK
ebbing,gradual decline
Ebola,severe disease caused by the Ebola virus
ebon,ebony
ebonite,hard rubber
ebony,of a very dark color | hard dark-colored wood of this tree | type of tropical tree | type of tropical tree
ebullience,boiling | excitement enthusiasm | excitement | enthusiasma
ebulliency,boiling | ebullience excitement enthusiasm
ebullient,effusive; high-spirited; turbulent
ebullition,effusion; boiling
eccentric,not having the axis placed centrally | strange or unconventional person | strange unconventional | strange or unconventional personKK
eccentricity,strangeness unconventionality | quality of not having the axis placed centrally
ecclesiastic,of a church (esp. Christian) | priest clergyman | of a church (esp. Christian)&B | priest | clergyman&B
ecclesiastical,of a church (esp. Christian) | of a church (esp. Christian)&B
Ecdysozoa,group of protostome animals
ECG,electrocardiogram
echelon,to form an echelon | rank level; a formation (of troops aircrafts)
echidna,spine-covered anteater
echinate,thorny prickly
Echinodermata,phylum of spiny-skinned animals (including sea stars)
echo,to repeat to reflect (sound); be repeated; to repeat (an action) | consequence | repeatition of sound reflection of sound waves
echography,ultrasound medical imaging
echokinesia,imitation of the movements of others
echomimia,echopathy | imitation of the movements of others
echopathy,imitation of the movements or words of others
echopraxia,imitation of movements
eclamptic,relating to eclampsia
eclectic,composed of elements from various sources heterogeneous
eclecticism,collecting elements from various sources
eclipse,to surpass do better than | the obscuring of one celestial body by another body
ecliptic,the ecliptic plane | of eclipses; of the ecliptic | of eclipses; of the eclipticQ
eclogue,a pastoral poem
ecmnesia,memory loss for recent events
eco-,ecological or environmental
ecohydrology,the study of the interactions between water and ecosystems
economic,material | financially rewarding | relating to economics or an economy | financially rewardingA
economical,thrifty not wasteful intended to save money
ecosphere,biosphere
ecotone,transition zone between two or more communities
ecru,"beige very light | beige | very lightbrown colorK"""
ecstatic,enraptured delighted | enraptured | delightedB
ECT,electroconvulsive therapy
ecto-,external
ectoderm,the outer germ layer that develops into skin (Embryogenesis)
ectomorph,person with a slender body type
ectomorphic,having a slender body type
ectoparasite,an external parasite
ectopic pregnancy,extrauterine pregnancy
ectotherm,cold-blooded animal
ectozoon,an external parasite
ECU,European Currency Unit
Ecuadorian,of Ecuador | resident of Ecuador
ecumenical,relating to ecumenism promoting unity among churches or religions | worldwide universal
Edam,type of Dutch cheese
edaphology,the study of the influence of soils on living things
eddy,move in a circular way | small whirlpool | move in a circular wayK |
edelweiss,European mountain flower
edema,abnormal accumulation of cell fluid
edemata edemas,oedema
edematous,swollen of edema | swollen | of edema
Eden,the Garden of Eden
edge,to provide with an edge | cutting side | sharpness keenness | boundary
edge out,to defeat by a small margin
edgeways,toward the edge
edginess,disquietude anxiety
edgy,having a sharp edge | irritable nervous
edibility,the quality of being edible
edible,food item | suitable for eating
edibleness,the quality of being edible
edict,a command a decree
edifice,a large building
edify,to instruct to improve intellectually or morally
Edinburgh,capital city of Scotland
Edison,Thomas Edison American inventor (1847-1931)
edit,to be the editor of | to prepare for publication to revise
edit out,to remove materials from
editor at large,a journalist who contributes content to a publication (but has no specific assignments)
editorialize,editorialise
editorship,position of an editor | position of an editorK |
EDJHF,ED'JJF
Edo,capital of Japan former name name of Tokyo
EDP,electronic data processing
educable,can be educated instructible | can be educated | instructible
educe,to develop to bring out; to deduce
educible,deducible
EEG,electroencephalogram
eel,fish resembling a snake
eerie,strange mysterious inspiring inexplicable fear
eeriestrange mysterious inspiring inexplicable fear,eerier | eeriest | eeryQ
eerily,in an eery manner
efface,to erase to wipe off | to erase | to wipe offMM
effaceable,can be effaced
effaced,wiped out erased | wiped out | erased
effacement,obliteration destruction
effect,outcome impact gimmick | to execute cause to happen
effective,producing a desired result; operative (a law); existing in fact
effectively,in reality in fact | in an effective manner | in an effective mannerK#R
effectless,ineffectual
effects,personal belongings | pl. of 'effect'
effectuality,effectiveness
effectualness,effectiveness
effectuate,"to produce to induce | to produce | to induceK"""
effeminateness,effeminacy
efferent,directed away from the center; conveying information to muscles (of a nerve)
effervesce,to bubble to sparkle (of a liquid); to be lively
effervescence,bubbling
effervescent,vivacious lively | bubbling sparkling | vivacious | lively#K
effete,ineffective unable
efficaciously,in an effective manner
efficiently,in an efficient manner | in an efficient mannerQ
effigy,representation of a person a sculpture
efflorescent,abloom blossoming
effluence,an outflow the act of flowing out
effluent,an outflowing stream | outflowing | sewer water wastewater
effluvium,unpleasant discharge
efflux,expiration ending | outflow effluence
effluxion,outflowing
effort,a feat an exploit | an attempt an endeavor | an exertion hard work | an exertion | hard workK
effortlessly,without effort
effrontery,impertinence
effulgence,radiance shining | radiance | shining
effulgent,radiating beaming
effulgently,in a radiating way
effuse,to pour out to emit to overflow
effusion,outpouring giving off (of smell liquid etc.)
effusive,"overflowing exuberant | overflowing | exuberantK%"""
egad,an exclamation of surprise my God
egg,to cover with beaten eggs | to egg on to urge | oval reproductive body laid by hens
egg on,to urge to encourage | to urge | to encourage
egg white,white part of an egg
eggbeater,eggwhisk
egghead,intellectual very educated person
eggwhisk,eggbeater
eglantine,type of wild rose | type of wild roseK
