headword,pos,definition,examples,synonyms
eyeless,adjective,lacking eyes or eyelike features [adj.all] | lacking sight [adj.all],"eyeless fish that evolved in dark caves | an eyeless needle | ""eyeless fish that evolved in dark caves"" | ""an eyeless needle"" | blind as an eyeless beggar","sightless, unseeing"
eyelike,adjective,suggesting an eye or eyes [adj.all],"eyelike markings on a butterfly's wings | the eyelike gleam of two distant windows in the dark | ""eyelike markings on a butterfly's wings"" | ""the eyelike gleam of two distant windows in the dark""",
eyes-only,adjective,official classification for documents [adj.all],meant to be seen by only the person to whom it is directed,
fab,adjective,extremely pleasing [adj.all],"a fabulous vacation | ""a fabulous vacation""",fabulous
fabian,adjective,of or relating to Fabianism [adj.pert] | using cautious slow strategy to wear down opposition [adj.all],"the Fabian society | ""the Fabian society"" | a fabian policy | avoiding direct confrontation | ""a fabian policy""",
fabled,adjective,celebrated in fable or legend [adj.all],"the fabled Paul Bunyan and his blue ox | legendary exploits of Jesse James | ""the fabled Paul Bunyan and his blue ox"" | ""legendary exploits of Jesse James""",legendary
fabricated,adjective,formed or conceived by the imagination [adj.all],"a fabricated excuse for his absence | a fancied wrong | a fictional character | ""a fabricated excuse for his absence"" | ""a fancied wrong""","fancied, fictional, fictitious"
fabulous,adjective,extremely pleasing [adj.all] | based on or told of in traditional stories [adj.all] | barely credible [adj.all],"a fabulous vacation | ""a fabulous vacation"" | mythical centaurs | the fabulous unicorn | lacking factual basis or historical validity","fab, mythic, mythical, mythologic, mythological"
face-saving,adjective,maintaining dignity or prestige [adj.all],"a face-saving compromise | ""a face-saving compromise""",
face-to-face,adjective,in each other's presence [adj.all],"a face-to-face encounter | ""a face-to-face encounter""",
faced,adjective,having a face or facing especially of a specified kind or number [adj.all],"a neatly faced terrace | often used in combination | ""a neatly faced terrace""",
faceless,adjective,without a face or identity [adj.all],"a faceless apparition | the faceless accusers of the police state | ""a faceless apparition"" | ""the faceless accusers of the police state""",
faceted,adjective,having facets [adj.all],"a faceted diamond | ""a faceted diamond""",
facetious,adjective,cleverly amusing in tone [adj.all],"a bantering tone | facetious remarks | tongue-in-cheek advice | ""a bantering tone"" | ""facetious remarks""","bantering, tongue-in-cheek"
facial,adjective,of or concerning the face [adj.pert] | of or pertaining to the outside surface of an object [adj.pert],"a facial massage | facial hair | facial expression | ""a facial massage"" | ""facial hair""",
facile,adjective,"arrived at without due care or effort [adj.all] | performing adroitly and without effort [adj.all] | expressing yourself readily, clearly, effectively [adj.all]","too facile a solution for so complex a problem | lacking depth | ""too facile a solution for so complex a problem"" | a facile hand | ""a facile hand""","eloquent, fluent, silver, silver-tongued, smooth-spoken"
facilitative,adjective,freeing from difficulty or impediment [adj.all],"facilitative changes in the economic structure | ""facilitative changes in the economic structure""",
facilitatory,adjective,inducing or aiding in facilitating neural activity [adj.all],,
fact-finding,adjective,designed to find information or ascertain facts [adj.all],"a fact-finding committee | investigative reporting | ""a fact-finding committee"" | ""investigative reporting""","investigative, investigatory"
factious,adjective,dissenting (especially dissenting with the majority opinion) [adj.all],,"dissentious, divisive"
factitious,adjective,not produced by natural forces [adj.all],"brokers created a factitious demand for stocks | ""brokers created a factitious demand for stocks""",
factor analytic,adjective,of or relating to or the product of factor analysis [adj.pert],,factor analytical
factor analytical,adjective,of or relating to or the product of factor analysis [adj.pert],,factor analytic
factorial,adjective,of or relating to factorials [adj.pert],,
factory-made,adjective,produced in quantity at a factory [adj.all],,
factual,adjective,existing in act or fact [adj.all] | of or relating to or characterized by facts [adj.pert],"rocks and trees...the actual world | actual heroism | the actual things that produced the emotion you experienced | ""rocks and trees...the actual world"" | ""actual heroism""",actual
facultative,adjective,of or relating to the mental faculties [adj.pert] | able to exist under more than one set of conditions [adj.all] | granting a privilege or permission or power to do or not do something [adj.all] | not compulsory [adj.all],"a facultative parasite can exist as a parasite or a saprophyte | ""a facultative parasite can exist as a parasite or a saprophyte"" | a facultative enactment | ""a facultative enactment"" | facultative courses in the sciences",
faddish,adjective,intensely fashionable for a short time [adj.all],,faddy
faddy,adjective,intensely fashionable for a short time [adj.all],,faddish
faded,adjective,having lost freshness or brilliance of color [adj.all] | reduced in strength [adj.all],"sun-bleached deck chairs | faded jeans | a very pale washed-out blue | washy colors | ""sun-bleached deck chairs""","bleached, washed-out, washy, attenuate, attenuated, weakened"
faecal,adjective,of or relating to feces [adj.pert],"fecal matter | ""fecal matter""",fecal
fagged,adjective,drained of energy or effectiveness [adj.all],the day's shopping left her exhausted | he went to bed dog-tired | was fagged and sweaty | the trembling of his played out limbs | felt completely washed-out,"exhausted, dog-tired, fatigued, played out, spent, washed-out, worn-out(a), worn out(p)"
fahrenheit,adjective,of or relating to a temperature scale proposed by the inventor of the mercury thermometer [adj.pert],"water freezes at 32 degrees Fahrenheit under normal conditions | ""water freezes at 32 degrees Fahrenheit under normal conditions""",Fahrenheit(ip)
fail-safe,adjective,guaranteed not to fail [adj.all] | eliminating danger by compensating automatically for a failure or malfunction [adj.all],"a fail-safe recipe for cheese souffle | ""a fail-safe recipe for cheese souffle"" | a fail-safe device in a nuclear weapon to deactivate it automatically in the event of accident | ""a fail-safe device in a nuclear weapon to deactivate it automatically in the event of accident""",
failing,adjective,below acceptable in performance [adj.all],"received failing grades | ""received failing grades""",
