direction,headword,definition
en,beryllate,inorganic compound
en,beryllia,beryllium oxide
en,beryllium,light metallic element (Be)
en,beseech,to ask for or request earnestly
en,beseeming,suitable
en,beset,to surround to besiege | beset | to decorate (e.g. with gems) | to annoy to harass | to decorate (e.g. with gems)besetbeset
en,besetto annoy to harass,besetbeset
en,besetto surround to besiege,besetbeset
en,beshrew,to damn to curse | to damn | to curse
en,beside,apart from except for | near next to | apart from | except for
en,beside oneself,in a state of great excitement
en,besides,as well as | in addition what is more
en,besiege,to surround to put under a siege
en,besmirch,to defame to damage (smo's reputation) | to make dirty | to soil
en,besom,a broom
en,besotted,drunk; bewildered
en,bespeak,to reserve to order in advance | to speak to | to be a sign of to indicate | to be a sign of | to indicate
en,bespectacled,wearing glasses
en,bespoke,custom-made made-to-order
en,besprinkle,to sprinkle
en,best,to outdo to beat | (the ~) | to outdo | to beatK
en,best-seller,commercially successful book | commercially successful bookK
en,bestow,to put to place
en,bestrew,bestrewed
en,bestride,to stride across | to mount; to tower over | to straddle to sit or to stand with the legs astride
en,bestrode,bestridden
en,bet,a gamble | to gamble
en,bet betted,bet betted
en,beta cell,insulin producing cell (in the pancreas)
en,Beta Leonis,Denebola a star in the constellation Leo
en,beta wave,a type of brain wave occured when a person is awake and alert
en,betake,to go | to gobetookbetaken
en,betatron,electron accelerator
en,beteem,to consent; to allow to suffer
en,Betelgeuse,bright-red star in the constellation Orion
en,bethel,house of worship a sacred place | house of worship | a sacred placeK
en,bethink,come to consider to reflect to remember
en,bethought,bethought
en,betide,to happen
en,betook,betaken
en,betray,to reveal unintentionally | to act treacherously; to be disloyal
en,betrothal,engagement
en,betrothed,engaged to be married
en,better,more desirable or appropriate | improve make better | smth that is better | in a better way | a bettor | more desirable or appropriateK
en,better half,one's spouse
en,better off,in a better position or situation
en,betterment,improvement
en,Betula,genus of trees including the birch
en,betulaceous,relating to the birch family
en,between,amid in the separating space | amid | in the separating space$R$R
en,betweenbrain,midbrain
en,betwixt,between
en,beverage,drink which is not water
en,bevy,a flock a group
en,bewail,to wail
en,beware,to be careful to be wary of | to be careful | to be wary of
en,beware of,to be careful of
en,bewhiskered,whiskered
en,bewilder,to confuse to perplex | to confuse | to perplex$Q |
en,bewildered,confused perplexed
en,bewilderingly,confusingly
en,bewilderment,perplexity confusion | perplexity | confusion$Q |
en,bewitch,put a spell on enchant
en,bewray,to reveal unintentionally to betray
en,beyond,the unknown the world of the dead | past after to a greater extent than | farther away; more
en,beyond control,cannot be controlled uncontrollable
en,beyond hope,hopeless
en,beyond measure,to an immeasurable extent extremely | immeasurable
en,beyond recall,cannot be recalled cannot be undone
en,beyond the pale,unacceptable; outlawed; outside agreed standards
en,bezel,a frame a rim; a sloping edge
en,Bhutan,a principality in the Himalayas
en,bi-,double having two
en,bi-national,of or relating to two nations
en,biased biassed,biased biassed
en,biasFbiased biassedbiased biassed,biasing | biassing
en,bibacious,addicted to drinking
en,bibliography,study of books | list of resources | list of resourcesA
en,bibliophobia,fear of books
en,bibliotheca,a library | catalog
en,bibliotherapy,reading therapy
en,bibliotics,the study of handwriting mainly to establish authenticity of documents or the author's identity | the study of handwriting | mainly to establish authenticity of documents or the author's identity
en,bicameral,having two legislative bodies
en,bicentennial,occurs every 200 years | 200th year anniversary
en,bicephaly,having two heads
en,bicker,to run to flow | to quarrel to argue
en,bickering,fight quarrel
en,bicolor,bicolour
en,bicorn,having two horns
en,bicyclic,having two fused atom rings
en,bicycling,riding a bicycle
en,bid,bid
en,bid bade,bid
en,bid farewell,to say goodbye
en,bid price,price that a buyer (a bidder) is willing to pay
en,bid#1,an effort | a price offer | to offer a price
en,bid#2,to command | to utter a greeting or salutation
en,bidding,a command an authoritative instruction; a price offer
en,bide,to dwell to stay | to dwell | to stayF |
en,bidirectional,having two directions
en,Bielefeld,town in Germany
en,bien-pensant,conventional or orthodox person
en,biennial,plant having a two seasons life cycle | happening every two years
en,biennium,a period of two years
en,bier,movable platform for a coffin or dead corpse
en,biface,having two faces
en,bifacial,having two face
en,bifarious,aligned in two rows
en,biff,to hit to strike | a fist blow | to hit | to strikeQ
en,bifid,divided spilt into two
en,bifilar,having two filaments
en,biflagellate,having two flagella
en,bifunctional,having two functions
en,bifurcate,branched resembling a fork | to divide into two parts; to be divided
en,big,(make ~) | of great size power or importance
en,Big Apple,a name for New York City
en,big bang,expansion of space that marked the origin of the universe according to cosmological theories
en,big-ticket,expensive
en,bigeminy,association in pairs
en,bigeye,type of fish having very large eyes
en,biggin,nightcap; child's cap
en,bighorn,mountai wild sheep
en,bight,a loop of rope | a gulf a broad bay
en,bigmouth,a chatterer smo speaks indiscreetly
en,bigness,property of having a great size
en,bigoted,intolerant prejudiced | intolerant | prejudicedQ |
en,bigwig,important person
en,bijouterie,jewelry
en,biker,motorcyclist; bicyclist
en,Bilateria,all animals with bilateral symmetry
en,Bilba,city in the Basque Country Spain
en,bilberry,type of blueberry
en,bilbo,prisoners' chain | spanish sword
en,bildungsroman,educational novel
en,bile,bitterness | digestive juice
en,bilge,the lowest compartment on a ship; bilge water
en,bilgewater,silly talk nonsense
en,bilgy,ill-smelling
en,bilharzia,a parasitic disease
en,bilharziasis,bilharzia
en,bilinguis,speaking two languages bilingual
en,biliousness,irritability snappishness
en,bilk,smo who cheats | to cheat
en,bilker,cheater
en,bill,a list of particulars | a theater program | to send a bill to | a document presented to a court; a petition a complaint | a document presented to a court a petition a complaint | a poster | banknote | to announce to advertise | a beak | draft of a proposed law | written statement of charges | a list of particularsQ | a theater programQ | to send a bill toQ | written statement of chargesQ
en,Bill Clinton,the 42nd president of the United States (born 1946)
en,Bill Gates,founder of the software company Microsoft (born 1955)
en,bill of fare,a menu
en,bill poster,smo who pastes up bills or placards
en,billed,beaked | announced listed | announced | listedQ |
en,biller,smo who bills
en,billet#1,to lodge (military personnel) | a job | lodging for military personnel (esp. in a private home) | to lodge (military personnel) | a job
en,billet#2,a piece of wood
en,billhook,a reap hook
en,billing,the process of sending an invoice to customers | advertising promotion | advertising | promotion
en,billion,million million | milliard thousand million
en,billow,to surge to rise up; to become inflated | a large wave in the sea | a large mass (e.g. of clouds) | to surge | to rise up; to become inflatedQ | a large mass (e.g. of clouds)Q
en,billowy,surging
en,billy club,a truncheon
en,billy goat,a he-goat
en,billy#1,a bat a club
en,billy#2,a cooking pot
en,billystick,a truncheon
en,bimester,a period of two months
en,bimetal,made of two different metals
en,bimetallic,composed of or based on two metals
en,bimodal,having two modes
en,bimolecular,composed of or relating to two molecules
en,bimonthly,occurring twice a month; occurring every two months
en,bin,receptacle for rubbish; a container | to throw away as rubbish; to store in a bin | large container for storing (e.g. of grain)
en,binary fission,reproduction by fission
en,binate,growing in pairs
en,binational,of or relating to two nations | of or relating to two nationsB
en,bind,to fasten together the pages (of a book) and put in a cover | an annoyance; a difficulty | to tie to wrap; to restrict; to obligate
en,binding,of an agreement | tying attaching; bandaging; book binding
en,binding energy,nuclear binding energy
en,bindto fasten together the pages (of a book) and put in a coverF,boundbound
en,bindto tie to wrap; to restrict; to obligateF,boundbound
en,bindweed,climbing flowering vine
en,bine,stem of a climbing plant
en,binge,to engorge to overeat; to indulge immodestly in an activity | immoderate or excessive indulgence | to engorge | to overeat; to indulge immodestly in an activityQbingeing | binging
en,bingo,a game of change
en,binnacle,housing for the ship's compass
en,binocularly,with both eyes
en,binuclear,having two nuclei
en,binucleate,having two nuclei
en,binucleated,having two nuclei
en,bio,biology | biography
en,bioactive,having a biological effect (of a substance)
en,biocatalyst,biochemical catalyst (e.g. an enzyme)
en,biocenosis,community of organisms | community of organismsbiocoenosis
en,biochemical,relating to biochemistry
en,biodegradable,can be decomposed (of matter)
en,biodegradation,decomposition
en,bioecology,the study of the interaction between organisms and the environment
en,biofuel,fuel organic fuel derived from organic material
en,biogenesis,the production of new living organism from another living organism
en,biographic,of a biography
en,biographical,of a biography
en,biologic,relating to biology
en,biologist,smo who studies living organisms | smo who studies living organismsA
en,biology,the study of living organisms | the study of living organismsA
en,bioluminescence,luminescence resulting from a biological process
en,biomarker,substance used as a biologic state indicator
en,biome,ecological community natural biotic community including the fauna and flora of a region (e.g. desert cloudforest)
