headword,definition
circus acrobat,[noun] an acrobat who performs acrobatic feats in a circus [noun.person]
circus aeruginosus,[noun] Old World harrier frequenting marshy regions [noun.animal]
circus cyaneus,[noun] common harrier of North America and Europe [noun.animal]
circus pygargus,[noun] brownish European harrier [noun.animal]
circus tent,[noun] a canvas tent to house the audience at a circus performance [noun.artifact]
cirio,[noun] candlewood of Mexico and southwestern California having tall columnar stems and bearing honey-scented creamy yellow flowers [noun.plant]
cirque,[noun] a steep-walled semicircular basin in a mountain [noun.object]
cirrhosis,[noun] a chronic disease interfering with the normal functioning of the liver [noun.state]
cirrhosis of the liver,[noun] a chronic disease interfering with the normal functioning of the liver [noun.state]
cirrhus,[noun] usually coiled [noun.plant]
cirriped,[noun] marine crustaceans with feathery food-catching appendages [noun.animal]
cirripede,[noun] marine crustaceans with feathery food-catching appendages [noun.animal]
cirripedia,[noun] barnacles [noun.animal]
cirrocumulus,[noun] a cloud at a high altitude consisting of a series of regularly arranged small clouds resembling ripples [noun.object]
cirrocumulus cloud,[noun] a cloud at a high altitude consisting of a series of regularly arranged small clouds resembling ripples [noun.object]
cirrostratus,[noun] a thin uniform layer of hazy cloud at high altitude [noun.object]
cirrostratus cloud,[noun] a thin uniform layer of hazy cloud at high altitude [noun.object]
cirrus,[noun] usually coiled [noun.plant] | a wispy white cloud (usually of fine ice crystals) at a high altitude (4 to 8 miles) [noun.object] | a slender flexible animal appendage as on barnacles or crinoids or many insects [noun.animal]
cirrus cloud,[noun] a wispy white cloud (usually of fine ice crystals) at a high altitude (4 to 8 miles) [noun.object]
cirsium,[noun] plume thistles [noun.plant]
cirsium arvense,[noun] European thistle naturalized in United States and Canada where it is a pernicious weed [noun.plant]
cirsium discolor,[noun] stout North American thistle with purplish-pink flower heads [noun.plant]
cirsium eriophorum,[noun] woolly thistle of western and central Europe and Balkan Peninsula [noun.plant]
cirsium flodmanii,[noun] thistle of western North America having white woolly leaves [noun.plant]
cirsium helenioides,[noun] perennial stoloniferous thistle of northern Europe with lanceolate basal leaves and usually solitary heads of reddish-purple flowers [noun.plant]
cirsium heterophylum,[noun] perennial stoloniferous thistle of northern Europe with lanceolate basal leaves and usually solitary heads of reddish-purple flowers [noun.plant]
cirsium lanceolatum,[noun] European thistle with rather large heads and prickly leaves [noun.plant]
cirsium rivulare,[noun] of central and southwestern Europe [noun.plant]
cirsium vulgare,[noun] European thistle with rather large heads and prickly leaves [noun.plant]
cis,[noun] an alliance made up of states that had been Soviet Socialist Republics in the Soviet Union prior to its dissolution in Dec 1991 [noun.group]
cisalpine,[adjective] on the Italian or Roman side of the Alps [adj.all]
cisc,[noun] an agency of the Canadian government that unifies the intelligence units of Canadian law enforcement agencies [noun.group] | (computer science) a kind of computer architecture that has a large number of instructions hard coded into the CPU chip [noun.attribute]
cisco,[noun] cold-water fish caught in Lake Superior and northward [noun.food] | important food fish of cold deep lakes of North America [noun.animal]
cislunar,[adjective] situated between the earth and the moon [adj.pert]
cismontane,[adjective] on this (the speaker's) side of the mountains [adj.all]
cissy,[adjective] having unsuitable feminine qualities [adj.all]
cistaceae,[noun] shrubs or woody herbs of temperate regions especially Mediterranean [noun.plant]
cistercian,[noun] member of an order of monks noted for austerity and a vow of silence [noun.person]
cistern,[noun] a sac or cavity containing fluid especially lymph or cerebrospinal fluid [noun.body] | a tank that holds the water used to flush a toilet [noun.artifact] | an artificial reservoir for storing liquids [noun.artifact]
cisterna,[noun] a sac or cavity containing fluid especially lymph or cerebrospinal fluid [noun.body]
cistothorus,[noun] marsh wrens [noun.animal]
cistothorus palustris,[noun] American wren that inhabits tall reed beds [noun.animal]
cistothorus platensis,[noun] small American wren inhabiting wet sedgy meadows [noun.animal]
cistron,[noun] (genetics) a segment of DNA that is involved in producing a polypeptide chain [noun.body]
cistus,[noun] small to medium-sized evergreen shrubs of southern Europe and North Africa [noun.plant]
cistus albidus,[noun] compact white pubescent shrub of southwestern Europe having pink flowers [noun.plant]
cistus ladanifer,[noun] shrub having white flowers and viscid stems and leaves yielding a fragrant oleoresin used in perfumes especially as a fixative [noun.plant]
cistus ladanum,[noun] shrub having white flowers and viscid stems and leaves yielding a fragrant oleoresin used in perfumes especially as a fixative [noun.plant]
citadel,[noun] a stronghold into which people could go for shelter during a battle [noun.artifact]
citation,[noun] an official award (as for bravery or service) usually given as formal public statement [noun.communication] | (law) the act of citing (as of spoken words or written passages or legal precedents etc.) [noun.communication] | a short note recognizing a source of information or of a quoted passage [noun.communication] | a passage or expression that is quoted or cited [noun.communication] | a summons that commands the appearance of a party at a proceeding [noun.communication] | thoroughbred that won the triple crown in 1948 [noun.animal]
citation form,[noun] the form of a word that heads a lexical entry and is alphabetized in a dictionary [noun.communication]
cite,"[noun] a short note recognizing a source of information or of a quoted passage [noun.communication] | make reference to [verb.communication] | commend [verb.communication] | refer to [verb.creation] | repeat a passage from [verb.communication] | refer to for illustration or proof [verb.communication] | advance evidence for [verb.communication] | call in an official matter, such as to attend court [verb.communication]"
citellus,[noun] typical ground squirrels [noun.animal]
citellus citellus,[noun] rather large central Eurasian ground squirrel [noun.animal]
citellus lateralis,[noun] common black-striped reddish-brown ground squirrel of western North America [noun.animal]
citellus leucurus,[noun] small ground squirrel of western United States [noun.animal]
citellus parryi,[noun] large ground squirrel of the North American far north [noun.animal]
citellus richardsoni,[noun] of sagebrush and grassland areas of western United States and Canada [noun.animal]
citellus variegatus,[noun] large grey ground squirrel of rocky areas of the southwestern United States [noun.animal]
citharichthys,[noun] a genus of Bothidae [noun.animal]
citharichthys cornutus,[noun] a whiff found in waters from the Bahamas and northern Gulf of Mexico to Brazil [noun.animal]
cither,[noun] a musical stringed instrument with strings stretched over a flat sounding board [noun.artifact] | a 16th century musical instrument resembling a guitar with a pear-shaped soundbox and wire strings [noun.artifact]
cithern,[noun] a 16th century musical instrument resembling a guitar with a pear-shaped soundbox and wire strings [noun.artifact]
citified,[adjective] being or having the customs or manners or dress of a city person [adj.all]
citify,[adjective] being or having the customs or manners or dress of a city person [adj.all] (irregular form of: citified) | [verb] accustom to urban ways [verb.change]
citizen,[noun] a native or naturalized member of a state or other political community [noun.person]
citizen genet,[noun] French diplomat who in 1793 tried to draw the United States into the war between France and England (1763-1834) [noun.person]
