Source,Headword,Definition
Ayman,puborectal,عانِيٌّ مُسْتَقيمِيّ
Ayman,pubotibial,عانِيٌّ ظُنْبُوبِيّ
Ayman,pudendagra,أَلَمُ الفَرْج
Ayman,pudendals4pudendal cleft,الفَلْحُ الفَرْجِيّ
Ayman,pudendumspudic,فَرْجِيّ
Ayman,puerperals*puerperalism,النِّفاسِيَّة
Ayman,puerperant,نُفَساء
Ayman,puerperium,النِّفاس (الدَّورُ التَّالي للوَضْع)
Ayman,puerperous,نِفاسِيّ
Ayman,pukateines'pulegone,بوليغون (زيت طيار)
Ayman,pulegonespulex,بُرْغوث
Ayman,pulicatio,بَرْغَثَة (العَدْوَى بالبراغيث)
Ayman,pullulate,يُنْتِش
Ayman,pulmogram,صورَةُ الرِّئَتَين الشُّعَاعِيَّة
Ayman,pulmometry,قِياسُ السَّعَةِ الرِّئَوِيَّة
Ayman,pulmonarys,الشِّرْيانُ الرِّئَوِيّ
Ayman,pulmotorspulp,لُبّ [ج: أَلْباب]
Ayman,pulp canal,نَفَقُ اللُّب
Ayman,pulpalgia,أَلَمُ اللُّبّ [أسنان] أَلَمُ اللُّبّ
Ayman,pulpiform,لُّبِّيُّ الشَّكْل
Ayman,pulpiforms#pulpless,عَديمُ اللُّبّ
Ayman,pulpotomy,بَضْعُ اللُّبّ
Ayman,pulpstonespulpy,لُبِّيّ
Ayman,pulsatile,نابِض
Ayman,pulsation,نَبَضان
Ayman,pulsations1pulsator,مِنْباض (حهاز لإدامة التنفس)
Ayman,pulsatorspulse,نَبْض
Ayman,pulseless,عَديمُ النَّبْض
Ayman,pultaceous,لُبابِيُّ الشَّكْل
Ayman,pulverizes3pulverulent,مَسْحوقِيّ ; ذَرُوْرِْيّ
Ayman,pulvillus,وُسَيْدَة [حَشَرات]
Ayman,pulvilluss5pulvinar thalami,وِسادَةُ المِهاد
Ayman,pulvinate,وِسادِيّ
Ayman,pulvinates(pulvinus,وِساد [فُطْرِيَّات]
Ayman,pulvinusspulvis,مَسْحوق
Ayman,punchdrunk,لُكام (اعْتِلاَلُ الدِّماغِ عند المُلاكمين)
Ayman,punctiform,نُقْطِيُّ الشَّكْل
Ayman,puncturas puncturatio,بَزْل
Ayman,puncturespungent,لَاذِع
Ayman,punishment,العِقاب
Ayman,pupillary,حَدَقِيّ
Ayman,pupillarys3pupillary line,الخَطُّ الحَدَقِيّ
Ayman,pupillo-s,تَضَيُّقُ الحَدَقَة
Ayman,purgatives1purge,إفْرَاغُ الأَمْعَاءِ بِالمُسْهِلات
Ayman,purifieds'puriform,قَيْحِيُّ الشَّكْل
Ayman,puriforms&purinase,بُورِيناز [إنزيم]
Ayman,purinases!purine,بُورِين [كيمياء]
Ayman,purinemia,وُجودُ البُورينات بِالدَّم
Ayman,purinemics+purinolytic,حالُّ البُورينات
Ayman,puromucous,قَيحِيٌّ مُخاطِيّ
Ayman,puromycin,بُورُومَيسين (مُضادٌّ حَيَوِيّ)
Ayman,puromycinspuron,بيورُون [كيمياء]
Ayman,purpurine,بربورين (مادة سامة من الحلزونات)
Ayman,purpurines-purpurinuria,بِيلَةٌ بربرينية
Ayman,purshianin,بُرشيانين (غليكوزيد نباتي مسهل)
Ayman,purulence,تَقَيُّح
Ayman,purulencyspurulent,قَيْحِيّ
Ayman,purulents'puruloid,قَيْحِيُّ الشَّكْل
Ayman,puruloidspus,قَيْح
Ayman,pustulant,مُبَثِّر
Ayman,pustulantspustular,بَثْرِيّ
Ayman,pustulars#pustulation,تَبَثُّر
Ayman,pustulosis,بُثَارُ
Ayman,putrescent,مُتَفَسِّخ
Ayman,putrescine,بوتْرِيسين
Ayman,putromaine,بوتْرُومائين (أمين في النسج المتفسخة)
Ayman,pycnometry,مِقْياسُ الغِلَظ (مقياس الثقل النوعي للسوائل)
Ayman,pyecchysis,انْصِبابٌ قَيحِيّ
Ayman,pyelitics)pyelitis,الْتِهابُ الحُوَيضَة
Ayman,pyelitiss5pyelo-,سابقة بمعنى الحُوَيْضَة الكُلْوِيَّة
Ayman,pyelogram,صورَةُ الحُوَيضَة
Ayman,pyelometry,قِياسُ الحُوَيضَة
Ayman,pyelopathy,اعْتِلاَلُ الحُوَيضَة
Ayman,pyeloscopy,تَنْظيرُ الحُوَيضَة
Ayman,pyelostomy,فَغْرُ الحُوَيضَة
Ayman,pyelotomy,بَضْعُ الحُوَيضَة
Ayman,pyelotomys1pyelotubular,حُوَيضِيٌّ نُبَيبِيّ
Ayman,pyemesiss!pyemia,تَقَيُّحُ الدَّم
Ayman,pygalgias+pygalopubic,أَلَوِيٌّ عانِيّ
Ayman,pygomelus,مُطَرَّفُ الأَليَة [مسخ]
Ayman,pygopaguss.pygopagy,اتِّحادُ العَجُزَين [مسخ]
Ayman,pygopagyspyic,قَيحِيّ
Ayman,pyknocyte,كُرَيَّةٌ مُتَغَلِّظَة
Ayman,pyknocytes1pyknocytoma,وَرَمُ المُتَغَلِّظَات
Ayman,pyknometer,مِقْياسُ الغِلَظ (مِقْياسُ الثِّقَلِ النَّوعِيِّ لِلسَوائِل)
Ayman,pyknometry,قِياسُ الغِلَظ (قِياسُ الثِّقَلِ النَّوعِيِّ لِلسَوائِل)
Ayman,pyknosisspyknotic,تَغَلُّظيّ
Ayman,pyknoticspyla,البُوَيْبَة
Ayman,pylometer,مِقْياسُ الحُوَيضَة (مقياس انسداد مجرى البول من الحويضة)
Ayman,pylometers-pylon,ساقٌ اصْطِنَاعِيَّةٌ مُؤَقَتَة
Ayman,pyloralgia,أَلَمٌ بَوَّابِيّ
Ayman,pyloritis,الْتِهابُ البَوَّاب
Ayman,pyloritiss(pyloro-,سابقة بمعنى البَوَّاب
Ayman,pylorotomy,بَضْعُ البَوَّاب
Ayman,pyoblenna,قَيحٌ مُخاطِيّ
Ayman,pyoblennas,داءُ السَّيَلاَنِ القَيحِيّ
Ayman,pyocalixs#pyocele,قيلَةٌ قَيحِيَّة
Ayman,pyochezia,تَغَوُّطٌ قَيحِيّ
Ayman,pyocoelias;pyocolpocele,قيلَةٌ مَهْبِلِيَّةٌ قَيحِيَّة
Ayman,pyocolpos,تَقَيُّحُ المَهْبِل
Ayman,pyocyanic,قَيحِيٌّ أَزْرَق
Ayman,pyocystis,تَقَيُّحُ المَثانَة
Ayman,pyocystiss&pyoderma,تَقَيُّحُ الجِلْد
Ayman,pyodermia,تَقَيُّحُ الجِلْد
Ayman,pyodermias9pyodermitis,الْتِهَابُ الجِلْدِ القَيْحِيّ
Ayman,pyoemesis,قَيْءٌ قَيحِيّ
Ayman,pyoemesiss&pyofecia,تَغَوُّطٌ قَيحِيّ
Ayman,pyofecias'pyogen,جُرْثُومَةٌ مُقَيِّحَة
Ayman,pyogenesis,تَكَوُّنُ القَيح ; تَقَيُّح
Ayman,pyogenics:pyogenin,بَيُوجينِين (مادة في الخلايا القيحية)
Ayman,pyogenouss%pyohemia,تَقَيُّحُ الدَّم
Ayman,pyometras9pyometritis,الْتِهابُ الرَّحِمِ القَيْحِيّ
Ayman,pyometrium,تَقَيُّحُ الرَّحِم
Ayman,pyonychia,تَقَيُّحُ الظُّفُر
Ayman,pyonychiasEpyopericarditis,الْتِهابُ التَّأْمُورِِ القَيْحِيّ
Ayman,pyophagia,بَلْعُ القَيح
Ayman,pyophagias-pyophthalmia,تَقَيُّحُ العَين
Ayman,pyoplania,تَجَوُّلُ القَيح
Ayman,pyoplaniasYpyopneumocholecystitis,الْتِهابُ المَرارَةِ القَيحِيُّ الغازِيّ
Ayman,pyopoiesis,تَكَوُّنُ القَيح ; تَقَيُّح
Ayman,pyopoietic,مُقَيِّح
Ayman,pyoptysis,نَفْثُ القَيح
Ayman,pyoptysissBpyopyelectasis,تَوَسُّعُ الحُوَيْضَةِ القَيْحِيّ
Ayman,pyorrheals/pyorubin,بَيُورُوبِين (صباغ جرثومي)
Ayman,pyorubins,الْتِهابُ البُوقِ القَيحِيّ
Ayman,pyosalpinx,تَقَيُّحُ البوق
Ayman,pyospermia,تَقَيُّح المَنِيّ
Ayman,pyostatic,كابِحُ التَّقَيُّح
Ayman,pyothorax,تَقَيُّحُ الصَّدْر
Ayman,pyourachus,تَقَيُّحُ المُرَيطاء
Ayman,pyoureter,تَقَيُّحُ الحالِب
Ayman,pyouretersEpyovesiculosis,تَقَيُّحُ الحُوَيصِلَةِ المَنَوِيَّة
Ayman,pyoxanthin,باَيُوزَنْثِين (صبغ أحمر)
Ayman,pyrabromspyracin,بَيراسِين
Ayman,pyramidals4pyramidal bone,العَظْمُ الهَرَمِيّ
Ayman,pyramidale,الهُرَيمَة
Ayman,pyranoses,بَيرانْتِيل (دَواءٌ طَارِدٌ لِلدِّيدان)
Ayman,pyrantels%pyranyl,بَيرانِيل [كيمياء]
Ayman,pyrazines9pyrazofurin,بَيرازُوفُورِين (مضاد للأورام)
Ayman,pyrectics!pyrene,بَيرِين [كيمياء]
Ayman,pyrenoids1pyrenolysis,انْحِلاَلُ النُّوَيَّة
Ayman,pyrethrin,بَيرِيثرِين [كيمياء]
Ayman,pyrethrumspyretic,حُمَّوِيّ
Ayman,pyretogen,مُوَلِّدٌ للحُمَّى
Ayman,pyretology,عِلْمُ الحُمَّيات
Ayman,pyrexials/pyrexiogenic,مُوَلِّدٌ للحُمَّى
Ayman,pyridinesPpyridostigmine,بَيرِيدُوسْتِيغمين (دَواءٌ كولينِيُّ المَفْعول)
Ayman,pyridoxal,بَيرِيدُكْسال (من أشكال الفيتامين B6)
Ayman,pyridoxalsDpyridoxamine,بَيرِيدُكْسامين (من أشكال الفيتامين B6)
Ayman,pyridoxine,بَيرِيدُكْسِين (من أشكال الفيتامين B6)
Ayman,pyrimidine,بَيرِيمِيدين [كيمياء]
Ayman,pyrinoline,بَيرِينُولين (مضاد لاضطرابات النظم)
Ayman,pyroborate,بَيروبُورات [كيمياء]
Ayman,pyrogallol,بَيرُوغالُول (كاشف ومطهر موضعي)
Ayman,pyrogenic,مُوَلِّدٌ للحُمَّى
Ayman,pyrogenics0pyrogenicity,تَوْلِيْدُ الحُمَّى
Ayman,pyrogenous,حُمَّوِيُّ المَنْشَأ
Ayman,pyrolagnia,شَبَقُ الحَرَائِق
Ayman,pyrolusite,بَيرُولُوزيت (مادة تستعمل لتوليد الكهرباء)
Ayman,pyrolysis,التَّحَلُّل بالحَرارَة
Ayman,pyrometers'pyrone,بَيرُون (مادة أفيونية)
Ayman,pyronines5pyroninophilia,أُلْفَةُ البَيرُونين
Ayman,pyrophobia,رُهابُ النَّار
Ayman,pyroscope,مِقْياسُ الإِشْعاعِ الحَرارِيّ
Ayman,pyroscopes#pyrosis,حُرْقَةُ الفُؤاد
Ayman,pyrotoxin,ذِيْفانٌ حُمَّوِيّ
Ayman,pyrotoxinsapyrovalerone,بَيرُوفالِيرون (دَواءٌ مُنَبِّهٌ لِلجِهازِ العَصَبِيِّ المَرْكَزِيّ)
Ayman,pyroxamine,بَيرُوكْسامين (دَواءٌ مُضادٌّ لِلهِسْتامين)
Ayman,pyroxylin,بَيرُوكْسَيلين (= نِتْرُوسِليلُوز; قُطْنُ البارود)
Ayman,pyrrocaine,بَيرُوكائِين (بَنْجٌ مَوضِعيّ)
Ayman,pyrroline,بَيرُّولين [كيمياء]
Ayman,pyrrolinesUpyrrolnitrin,بَيرُّولْنتيرِين (مُضادٌّ حَيَوِيٌّ ضِدُّ الفُطْرِيَّات)
Ayman,pyrviniums%pythogenesis,تَفَسُّخ
Ayman,pythogenic,مُفَسِّخ
Ayman,pétrissage,تَعْجين
Ayman,"quackerys""quacksalver",دَجَّال
Ayman,quadrates=quadrate foramen,الثُّقْبَةُ المُرَبَّعَة
Ayman,quadratus,مُرَبَّع
Ayman,quadratuss*quadri-,سابقة بمعنى الأَرْبَعَة
Ayman,quadriceps,العَضَلَةُ رُباعِيَّةُ الرُّؤوس
Ayman,quadripara,رابِعَةُ الحَمْل
Ayman,quadrisect,يَسْتَرْبِع (يُقَطِّعُ أَرْبَعَةَ أَقْسام)
Ayman,qualimeter,مِقْياسُ النَّفاذ
Ayman,qualitive,كَيفِيّ
Ayman,qualitivesquality,كَيفِيَّة
Ayman,quantasome,أُكْموم [نبات]
Ayman,quantitys quantize,يَسْتَكْمِم
Ayman,quartisect,يَسْتَرْبِع (يُقَسِّمُ إِلى أَرْبَعَة)
Ayman,quassation,تَجْريش [صَيدَلَة]
Ayman,quaternary,الرَّابِع (في الترتيب)
Ayman,quenching,تَسْقِيَة
Ayman,quercetins)questionnair,اِسْتِبْيَان
Ayman,quickening,إِحْياء
Ayman,quicklime,الكِلْسُ الحَيّ
Ayman,"quicklimes""quicksilver",زِئْبَق
Ayman,quicksort,فَرْزٌ سريعٌ
Ayman,quicksorts2quidding,مُضَاغ (حالة مرضية في الخَيل)
Ayman,quiescentsquiet,هادِىء
Ayman,quillaiasquillain,صابونين
Ayman,quillainsquina,كينا
Ayman,quinacrine,كيناكْرِين (دَواءٌ مُضادٌّ لِلطُّفَيلِيَّات)
Ayman,quinestrol,كوِينيسْتِرول (مركب إستروجيني)
Ayman,quinfamide,كوِينْفامِيد (دَواءٌ مُضادٌّ لِلأَميبات)
Ayman,quinidine,كينيدين (دَواءٌ مُبَطِّىءٌ لِلقَلْب)
Ayman,quinidines8quinine,كِينِين (دَواءٌ مُضادٌّ لِلمَلاَرْيا)
Ayman,quininism,التَّسَمُّمُ بالكينا (= جُلاَدٌ كينيني)
Ayman,quinoline,كينُولين (دَواءٌ مُطَهِّرٌ وَمُضادٌّ لِلحُمَّى)
Ayman,quinovoses*quinoxin,كِينُوكْسِين [كيمياء]
Ayman,quinquina,الكَينا
Ayman,"quinquinas,quinsy",خُراجُ مثجاوراتِ اللَّوْزَة
Ayman,quintanas1quintessence,خُلاَصَةٌ مُرَكَّزَة
Ayman,quintipara,مُخْمِسَة (والدة للمرة الخامسة)
Ayman,quotidians-quotient,حاصِل (حاصِلُ القِسْمَة)
Ayman,"quotients""r",رمز الصِّبْغِيِّ الحَلَقِيّ
Ayman,rabbetting,تَعْشيق (للعظم المكسور)
Ayman,rabbitpox,جُدَرِيُّ الأَرانِب
Ayman,rabicidal,مُبيدُ فَيْرُوسِ الكَلَب
Ayman,rabicidals-rabid,مصاب ب دَاءِ الكَلَب؛ مَكْلُوب
Ayman,rabietics'rabiform,كَلَبِيُّ الشَّكْل
Ayman,rabigenics/raccoon,الراقُون (حيوان ثديي أمريكي)
Ayman,racemasesMracemate,راسيمات (مزيج غير فعال ضوئياً لمتصاوغين ميمِّن و ميسِّر)
Ayman,racematesraceme,راسيم [كيمياء]
Ayman,racemosesAracephedrine,راسيفيدرين (دَواءٌ مُحاكٍ لِلوِدِّي)
Ayman,rachialgia,ألَمُ السَّيساء (ألم في العمود الفقري)
Ayman,rachidial,نُخَاعِيّ ; سيسائي
Ayman,rachilysis,افتكاك السيساء
Ayman,rachiotome,مِبْضَعُ الفَقار ; مِبْضَعُ السِّيْسَاء
Ayman,rachiotomy,بَضْعُ الفِقْرَة
Ayman,rachipagus,مُتَّحِدُ السِّيْسَائّيْن [مسخ]
Ayman,rachisagra,أَلَمٌ سِيْسائيّ
Ayman,rachiticsGrachitis,الْتِهابُ السِّيساء (مرض التهابي في العمود الفقري)
Ayman,rachitome,مِبْضَعُ الفَقار; مِبْضَعُ السِّيْسَاء
Ayman,rachitomys%racial,عِرْقِيّ؛ عُنْصُرِيّ
Ayman,radectomy,اسْتِئْصالُ الجَذْر [أسنان] اسْتِئْصالُ الجَذْر
Ayman,radectomys0radiability,نَفوذِيَّةٌ للإِشْعاع
Ayman,radiables&radiad,مُتَّجِهٌ للكُعْبُرَة
Ayman,radiation,شُعّ [ج: شُعَع] (بنية تشريحية عصبية)
Ayman,radiations@radiation of Gratiolet,شُعُّ غراتيوليه
Ayman,radiatorsradical,جَذْرِيّ
Ayman,radiciform,جَذْرِيُّ الشَّكْل
Ayman,radicotomy,قَطْعُ الجَذْر
Ayman,"radiculas,radiculalgia",أَلَمٌ جَذْرِيّ
Ayman,radicular,جَذْرِيّ
Ayman,radiculars=radicular abscess,خُراجُ الجَذْر [أسنان]
Ayman,radiculo-,سابقة بمعنى الجَذْر
Ayman,radiculo-sIradiculoganglionitis,الْتِهابُ الجُذورِ و العُقَد
Ayman,radiectomy,اِسْتِئْصَالُ الجَذْر
Ayman,radiferous,مُتَضَمِّنُ الرَّادْيُوم
Ayman,radioactor,مُصْطَفِي الإِشْعاع
Ayman,radiodense,ظَليلٌ للأَشِعَّة
Ayman,radiogens.radiogenesis,تَوليدُ الإِشْعاع
Ayman,radiogenic,إِشْعاعِيُّ المَنْشَأ
Ayman,radiogold,الذَّهَبُ المُشِعّ
Ayman,radioiron,الحَديدُ المَشِعّ
Ayman,radioirons*radioisotope,نَظيرٌ مُشِعّ
Ayman,radiolead,الرَّصاصُ المُشِعّ
Ayman,radioleads-radiolesion,آفَةٌ إِشْعاعِيَّة
Ayman,radiologic,شُعاعِيّ
Ayman,radiology,عِلْمُ الأَشِعَّة
Ayman,radiologys0radiolucency,إِشْفافٌ للأَشِعَّة
Ayman,radiometer,مِقْياسُ الإِشْعاع
Ayman,radiopaque,ظَليلُ للأَشِّعَة
Ayman,radioscopy,تَنْظيرٌ تَأَلُّقِيّ
Ayman,radiotomy,التَّصْويرُ الشُّعاعِيُّ المَقْطَعِيّ
